A165583              ?240919        165583                                             DATE DE LIVRAISON : 240919 HEURE MINI :      HEURE MAXI :                     EUR 165583               
BCSPAR SUPERMARCHE NOVALAISE         505 ROUTE DU LAC                                            73470    NOVALAISE                          FR                                                   sparnovalaise@orange.fr                                                                                          
BLSPAR SUPERMARCHE NOVALAISE         505 ROUTE DU LAC                                            73470    NOVALAISE                          FR                                                                                                                                                                    
BFSPAR SUPERMARCHE NOVALAISE         505 ROUTE DU LAC                                            73470    NOVALAISE                          FR                                                                                                                                                                    
C1   ????????        000000001200000006.4                                                                                                                                                                  165583              3281690232156
C2   ????????        000000002000000003.9                                                                                                                                                                  165583              3284090001421
C3   ????????        000000001600000005.9                                                                                                                                                                  165583              3284090001438
C4   ????????        00000000120000005.45                                                                                                                                                                  165583              3284090001445
C5   ????????        00000000010000000030                                                                                                                                                                  165583              0123456789012
A165584              ?240919        165584                                             DATE DE LIVRAISON : 240919 HEURE MINI :      HEURE MAXI :                     EUR 165584               3012842641836
BCFEU VERT CARPENTRAS                815 AVENUE J.H. FABRE SARL AUTO FEELING                     84200    CARPENTRAS                         FR                                                   carpentras@feuvert.fr                                                                                            
BLFEU VERT CARPENTRAS                815 AVENUE J.H. FABRE SARL AUTO FEELING                     84200    CARPENTRAS                         FR                                                                                                                                                                    
BFFEU VERT CARPENTRAS                815 AVENUE J.H. FABRE SARL AUTO FEELING                     84200    CARPENTRAS                         FR                                                                                                                                                                    
C1   ????????        00000000010000017.75                                                                                                                                                                  165584              3281690235270
C2   ????????        000000000400000007.9                                                                                                                                                                  165584              3281690164549
C3   ????????        00000000020000005.29                                                                                                                                                                  165584              3281690225981
C4   ????????        00000000020000007.92                                                                                                                                                                  165584              3281690226001
C5   ????????        00000000020000013.35                                                                                                                                                                  165584              3281690164556
C6   ????????        00000000020000015.66                                                                                                                                                                  165584              3519910034120
C7   ????????        00000000020000014.55                                                                                                                                                                  165584              3519910034113
C8   ????????        00000000170000004.19                                                                                                                                                                  165584              3284090999308
C9   ????????        00000000020000008.38                                                                                                                                                                  165584              3281690226575
C10  ????????        00000000010000002.18                                                                                                                                                                  165584              3281690202548
C11  ????????        000000000500000000.8                                                                                                                                                                  165584              3284090002404
C12  ????????        000000000100000011.9                                                                                                                                                                  165584              3284091310355
C13  ????????        000000000100000012.2                                                                                                                                                                  165584              3284091410352
C14  ????????        000000000100000012.7                                                                                                                                                                  165584              3284091510359
C15  ????????        000000000100000013.2                                                                                                                                                                  165584              3284091610356
C16  ????????        00000000040000000002                                                                                                                                                                  165584              5907718923131
C17  ????????        00000000040000000002                                                                                                                                                                  165584              5907718927160
C18  ????????        00000000040000000002                                                                                                                                                                  165584              5907718926637
C19  ????????        00000000040000000002                                                                                                                                                                  165584              5907718923179
C20  ????????        000000000500000001.6                                                                                                                                                                  165584              5907718926484
C21  ????????        00000000030000005.94                                                                                                                                                                  165584              3281690137581
C22  ????????        000000000200000019.9                                                                                                                                                                  165584              3281690247068
C23  ????????        00000000020000018.95                                                                                                                                                                  165584              3281690247082
C24  ????????        00000000020000011.42                                                                                                                                                                  165584              3281690247549
C25  ????????        00000000020000011.42                                                                                                                                                                  165584              3281690247457
C26  ????????        00000000020000000018                                                                                                                                                                  165584              3281690246931
C27  ????????        00000000030000017.32                                                                                                                                                                  165584              3281690247006
C28  ????????        00000000020000026.32                                                                                                                                                                  165584              3281690247167
C29  ????????        00000000020000014.76                                                                                                                                                                  165584              3281690247488
C30  ????????        00000000010000017.33                                                                                                                                                                  165584              3281690247518
C31  ????????        00000000010000017.33                                                                                                                                                                  165584              3281690247525
C32  ????????        000000000200000020.5                                                                                                                                                                  165584              3281690191767
C33  ????????        00000000020000011.75                                                                                                                                                                  165584              3281690227329
C34  ????????        00000000010000010.83                                                                                                                                                                  165584              3281690201824
C35  ????????        00000000010000008.96                                                                                                                                                                  165584              3281690226476
C36  ????????        00000000010000008.47                                                                                                                                                                  165584              3281690185957
C37  ????????        00000000010000010.33                                                                                                                                                                  165584              3281690223475
C38  ????????        00000000010000007.51                                                                                                                                                                  165584              3281690187128
C39  ????????        00000000010000007.51                                                                                                                                                                  165584              3281690174166
C40  ????????        00000000010000006.34                                                                                                                                                                  165584              3281690187524
C41  ????????        00000000010000010.17                                                                                                                                                                  165584              3281690223512
C42  ????????        000000000300000029.4                                                                                                                                                                  165584              3281690244340
C43  ????????        000000000200000013.5                                                                                                                                                                  165584              3281690244401
C44  ????????        000000000200000014.5                                                                                                                                                                  165584              3281690244425
C45  ????????        00000000020000000015                                                                                                                                                                  165584              3281690244432
C46  ????????        000000000200000037.2                                                                                                                                                                  165584              3281690244371
C47  ????????        000000000200000033.5                                                                                                                                                                  165584              3281690244364
C48  ????????        000000000200000039.9                                                                                                                                                                  165584              3281690244395
C49  ????????        000000000200000013.2                                                                                                                                                                  165584              3281690244463
C50  ????????        00000000050000000002                                                                                                                                                                  165584              5907718923186
C51  ????????        000000000400000007.1                                                                                                                                                                  165584              3281690199732
