Product ID;Reference;Quantity
8393;250970;3150
5971;223130;0
8285;247070;1235
6385;231750;0
6801;191240;0
6363;231750;0
6797;231460;0
5217;191950;0
8292;247140;1941
8294;247160;1460
2182;174290;0
7229;733;0
8276;247260;418
8288;247100;1668
8005;244430;280
8003;244420;505
8291;247130;1561
8293;247150;0
7963;243960;853
8000;243970;340
.;147790;1177
7777;225990;194
7685;CHP102EU;0
6214;222140;1051
6351;229520;0
5127;187520;0
6197;226430;0
7387;97104;36
7447;97607;0
8030;236370;0
7013;43012;157
7015;43015;0
8051;151;2648
8375;173;0
7855;PORT;0
6153;221990;1
8255;246990;429
8298;247220;1
8343;238120;1
7861;202480;1
7863;202480;1
6093;221950;1
6125;221750;1
7523;69701;940
8332;239770;2
7081;54104;2
7233;735;0
8300;247270;1100
6359;231780;3
6079;221620;3
5591;P0R0897X;3
7235;735B;2
8087;2362727;4
8099;2403582;4
8116;2403600;4
8137;2403629;4
8337;238110;3
8344;239720;4
5807;201540;13
8290;247120;0
8068;2329032;5
8088;2362730;5
8328;239760;5
5853;231390;4
6611;231550;15
7932;244450;148
7515;872;3
8058;2328974;6
8070;2329041;5
8073;2329048;6
8078;2362692;6
8114;2403598;6
8115;2403599;6
8118;2403604;6
8122;2403608;6
8327;239790;6
8331;239860;5
7879;202450;6
2062;174500;7
6147;221910;5
8074;2329051;7
8089;2362739;7
8098;2403581;7
8121;2403605;7
8126;2403611;7
8127;2403612;7
8138;2403631;7
6355;231790;7
3002;164760;1244
7881;2403628;8
8059;2328975;8
8060;2328978;7
8061;2328979;7
8062;2328992;8
8069;2329040;8
8080;2362696;8
8081;2362698;8
8090;2362746;8
8094;2362756;8
8096;2362784;8
8101;2403584;8
8105;2403586;8
8113;2403596;8
8139;2403632;8
6607;231350;8
6141;221880;1
6357;231770;9
6067;221820;8
6101;222010;8
8063;2328999;9
8067;2329017;9
8075;2329052;9
8079;2362694;9
8082;2362704;9
8095;2362767;8
8108;2403590;9
8124;2403609;9
8125;2403610;9
8128;2403613;9
8131;2403619;9
8330;239800;7
5835;201640;7
5841;201670;17
5847;201700;8
5849;201700;8
8056;2328971;10
8057;2328973;10
8064;2329001;10
8066;2329015;10
8071;2329042;10
8072;2329042;10
8076;2329053;8
8084;2362713;10
8086;2362719;10
8097;2403580;10
8100;2403583;10
8104;2403585;10
8106;2403588;10
8109;2403591;10
8110;2403592;10
8111;2403593;10
8112;2403594;10
8130;2403618;10
8132;2403620;10
8136;2403625;10
8140;2403633;10
6123;221630;10
6361;231820;10
6605;231340;6
154;180790;8
3785;180790;8
8335;239780;11
5845;201690;9
5851;201710;9
5855;201710;9
3691;180600;43
5105;180600;43
2052;174490;12
8117;2403601;12
8339;239750;13
8347;239880;12
7383;97101;105
6637;231560;11
6119;221790;8
8307;250540;34
2082;174520;12
6103;222000;12
8329;239840;11
5833;201620;10
5843;201680;10
5839;201660;9
145;180830;42
146;180830;42
3797;180830;42
7225;731;0
5811;201550;13
5813;201550;13
5815;201550;13
5823;201580;13
6003;226500;38
3795;180820;10
8153;902000;0
3525;164580;0
8341;238090;9
8246;239810;14
5825;201590;10
5827;201590;10
6603;201630;11
3775;180320;9
6769;196100;0
8179;902200;14
8065;2329002;15
8348;239730;16
6097;226180;28
5197;195030;8
5671;195030;8
8338;239740;13
5803;201530;14
5805;201530;14
5817;201560;15
8213;902540;17
7449;97608;0
5829;201600;25
7227;732;60
8207;902480;18
8210;902510;18
8209;902500;16
8212;902530;18
8200;902410;15
2072;174510;19
6069;221850;19
8345;241200;19
8346;241210;18
5819;201570;25
5821;201570;25
6609;231380;17
8208;902490;19
8211;902520;19
8206;902470;19
8215;902560;19
8214;902550;19
6367;231800;22
5837;201650;11
8295;247170;0
6075;221940;1
8196;902370;19
6143;221660;21
149;195020;21
5701;195020;21
6365;231740;20
5661;195010;43
8182;902230;17
118;180750;17
3639;180750;17
6965;24301;18
131;180590;20
132;180590;20
5023;180590;20
7873;202490;21
138;180740;26
139;180740;26
3633;180740;26
5125;185880;115
8333;241190;27
152;180460;22
3747;180460;22
3793;180810;77
6585;228260;340
7189;651;0
6331;228820;26
8336;239830;27
