Product ID;Reference;Quantity
8393;250970;750
5971;223130;0
8285;247070;1465
6385;231750;0
6801;191240;0
6363;231750;0
6797;231460;0
5217;191950;0
8292;247140;1517
8294;247160;747
2182;174290;0
7229;733;39
8276;247260;818
8288;247100;1528
8005;244430;231
8003;244420;90
8291;247130;1999
8293;247150;2840
7963;243960;653
8000;243970;729
233;147790;3257
7777;225990;2606
7685;CHP102EU;0
6214;222140;1707
6351;229520;1487
5127;187520;0
6197;226430;0
7387;97104;10
7447;97607;0
8030;236370;0
7013;43012;2257
7015;43015;830
8051;151;4700
6153;221990;0
8255;246990;381
8298;247220;417
8343;238120;#N/A
7861;202480;1
7863;202480;1
6093;221950;1
6125;221750;0
7523;69701;821
8332;239770;2
7233;735;0
8300;247270;1498
6359;231780;3
6079;221620;3
5591;P0R0897X;3
7235;735B;0
8087;2362727;4
8099;2403582;4
8116;2403600;4
8137;2403629;2
8337;238110;2
8344;239720;4
5807;201540;9
8290;247120;416
8068;2329032;5
8088;2362730;5
8328;239760;5
5853;231390;14
6611;231550;15
7932;244450;104
7515;872;0
8058;2328974;5
8070;2329041;5
8073;2329048;5
8078;2362692;6
8114;2403598;6
8115;2403599;6
8118;2403604;6
8122;2403608;4
8327;239790;6
8331;239860;4
7879;202450;6
2062;174500;7
6147;221910;3
8074;2329051;7
8089;2362739;7
8098;2403581;7
8121;2403605;7
8126;2403611;6
8127;2403612;7
8138;2403631;7
6355;231790;7
3002;164760;2059
7881;2403628;8
8059;2328975;8
8060;2328978;7
8061;2328979;7
8062;2328992;7
8069;2329040;8
8080;2362696;8
8081;2362698;8
8090;2362746;8
8094;2362756;6
8096;2362784;8
8101;2403584;8
8105;2403586;8
8113;2403596;8
8139;2403632;8
6607;231350;8
6141;221880;0
6357;231770;9
6067;221820;8
6101;222010;8
8063;2328999;9
8067;2329017;9
8075;2329052;7
8079;2362694;9
8082;2362704;8
8095;2362767;8
8108;2403590;8
8124;2403609;8
8125;2403610;9
8128;2403613;9
8131;2403619;9
8330;239800;7
5835;201640;6
5841;201670;13
